chapter_number,verse_number,verse_title,book_title,text,revText
5,2,Ezekiel 5:2,Ezekiel,"Thou shalt burn with fire a third part in the midst of the city, when the days of the siege are fulfilled: and thou shalt take a third part, and smite about it with a knife: and a third part thou shalt scatter in the wind; and I will draw out a sword after them.","Ezekiel 5:2 It'd be great if you could burn with fire a third part in the midst of the city, when the days of the siege are fulfilled: and it'd be great if you could take a third part, and smite about it with a knife: and a third part it'd be great if you could scatter in the wind; and I will draw out a sword after them.

"
5,3,Ezekiel 5:3,Ezekiel,"Thou shalt also take thereof a few in number, and bind them in thy skirts.","Ezekiel 5:3 It'd be great if you could also take thereof a few in number, and bind them in thy skirts.

"
8,6,Ezekiel 8:6,Ezekiel,"He said furthermore unto me, Son of man, seest thou what they do? even the great abominations that the house of Israel committeth here, that I should go far off from my sanctuary? but turn thee yet again, and thou shalt see greater abominations.","Ezekiel 8:6 He said furthermore unto me, Son of man, seest thou what they do? even the great abominations that the house of Israel committeth here, that I should go far off from my sanctuary? but turn thee yet again, and it'd be great if you could see greater abominations.

"
8,13,Ezekiel 8:13,Ezekiel,"He said also unto me, Turn thee yet again, and thou shalt see greater abominations that they do.","Ezekiel 8:13 He said also unto me, Turn thee yet again, and it'd be great if you could see greater abominations that they do.

"
8,15,Ezekiel 8:15,Ezekiel,"Then said he unto me, Hast thou seen this, O son of man? turn thee yet again, and thou shalt see greater abominations than these.","Ezekiel 8:15 Then said he unto me, Hast thou seen this, O son of man? turn thee yet again, and it'd be great if you could see greater abominations than these.

"
12,3,Ezekiel 12:3,Ezekiel,"Therefore, thou son of man, prepare thee stuff for removing, and remove by day in their sight; and thou shalt remove from thy place to another place in their sight: it may be they will consider, though they be a rebellious house.","Ezekiel 12:3 Therefore, thou son of man, prepare thee stuff for removing, and remove by day in their sight; and it'd be great if you could remove from thy place to another place in their sight: it may be they will consider, though they be a rebellious house.

"
12,4,Ezekiel 12:4,Ezekiel,"Then shalt thou bring forth thy stuff by day in their sight, as stuff for removing: and thou shalt go forth at even in their sight, as they that go forth into captivity.","Ezekiel 12:4 Then shalt thou bring forth thy stuff by day in their sight, as stuff for removing: and it'd be great if you could go forth at even in their sight, as they that go forth into captivity.

"
12,6,Ezekiel 12:6,Ezekiel,"In their sight shalt thou bear it upon thy shoulders, and carry it forth in the twilight: thou shalt cover thy face, that thou see not the ground: for I have set thee for a sign unto the house of Israel.","Ezekiel 12:6 In their sight shalt thou bear it upon thy shoulders, and carry it forth in the twilight: it'd be great if you could cover thy face, that thou see not the ground: for I have set thee for a sign unto the house of Israel.

"
16,43,Ezekiel 16:43,Ezekiel,"Because thou hast not remembered the days of thy youth, but hast fretted me in all these things; behold, therefore I also will recompense thy way upon thine head, saith the Lord GOD: and thou shalt not commit this lewdness above all thine abominations.","Ezekiel 16:43 Because thou hast not remembered the days of thy youth, but hast fretted me in all these things; behold, therefore I also will recompense thy way upon thine head, saith the Lord GOD: and it'd be great if you could not commit this lewdness above all thine abominations.

"
16,61,Ezekiel 16:61,Ezekiel,"Then thou shalt remember thy ways, and be ashamed, when thou shalt receive thy sisters, thine elder and thy younger: and I will give them unto thee for daughters, but not by thy covenant.","Ezekiel 16:61 Then it'd be great if you could remember thy ways, and be ashamed, when it'd be great if you could receive thy sisters, thine elder and thy younger: and I will give them unto thee for daughters, but not by thy covenant.

"
16,62,Ezekiel 16:62,Ezekiel,And I will establish my covenant with thee; and thou shalt know that I am the LORD:,"Ezekiel 16:62 And I will establish my covenant with thee; and it'd be great if you could know that I am the LORD:

"
21,7,Ezekiel 21:7,Ezekiel,"And it shall be, when they say unto thee, Wherefore sighest thou? that thou shalt answer, For the tidings; because it cometh: and every heart shall melt, and all hands shall be feeble, and every spirit shall faint, and all knees shall be weak as water: behold, it cometh, and shall be brought to pass, saith the Lord GOD.","Ezekiel 21:7 And it shall be, when they say unto thee, Wherefore sighest thou? that it'd be great if you could answer, For the tidings; because it cometh: and every heart shall melt, and all hands shall be feeble, and every spirit shall faint, and all knees shall be weak as water: behold, it cometh, and shall be brought to pass, saith the Lord GOD.

"
21,32,Ezekiel 21:32,Ezekiel,Thou shalt be for fuel to the fire; thy blood shall be in the midst of the land; thou shalt be no more remembered: for I the LORD have spoken it.,"Ezekiel 21:32 It'd be great if you could be for fuel to the fire; thy blood shall be in the midst of the land; it'd be great if you could be no more remembered: for I the LORD have spoken it.

"
22,2,Ezekiel 22:2,Ezekiel,"Now, thou son of man, wilt thou judge, wilt thou judge the bloody city? yea, thou shalt shew her all her abominations.","Ezekiel 22:2 Now, thou son of man, wilt thou judge, wilt thou judge the bloody city? yea, it'd be great if you could shew her all her abominations.

"
22,16,Ezekiel 22:16,Ezekiel,"And thou shalt take thine inheritance in thyself in the sight of the heathen, and thou shalt know that I am the LORD.","Ezekiel 22:16 And it'd be great if you could take thine inheritance in thyself in the sight of the heathen, and it'd be great if you could know that I am the LORD.

"
23,27,Ezekiel 23:27,Ezekiel,"Thus will I make thy lewdness to cease from thee, and thy whoredom brought from the land of Egypt: so that thou shalt not lift up thine eyes unto them, nor remember Egypt any more.","Ezekiel 23:27 Thus will I make thy lewdness to cease from thee, and thy whoredom brought from the land of Egypt: so that it'd be great if you could not lift up thine eyes unto them, nor remember Egypt any more.

"
23,32,Ezekiel 23:32,Ezekiel,Thus saith the Lord GOD; Thou shalt drink of thy sister's cup deep and large: thou shalt be laughed to scorn and had in derision; it containeth much.,"Ezekiel 23:32 Thus saith the Lord GOD; it'd be great if you could drink of thy sister's cup deep and large: it'd be great if you could be laughed to scorn and had in derision; it containeth much.

"
23,33,Ezekiel 23:33,Ezekiel,"Thou shalt be filled with drunkenness and sorrow, with the cup of astonishment and desolation, with the cup of thy sister Samaria.","Ezekiel 23:33 It'd be great if you could be filled with drunkenness and sorrow, with the cup of astonishment and desolation, with the cup of thy sister Samaria.

"
23,34,Ezekiel 23:34,Ezekiel,"Thou shalt even drink it and suck it out, and thou shalt break the sherds thereof, and pluck off thine own breasts: for I have spoken it, saith the Lord GOD.","Ezekiel 23:34 It'd be great if you could even drink it and suck it out, and it'd be great if you could break the sherds thereof, and pluck off thine own breasts: for I have spoken it, saith the Lord GOD.

"
24,13,Ezekiel 24:13,Ezekiel,"In thy filthiness is lewdness: because I have purged thee, and thou wast not purged, thou shalt not be purged from thy filthiness any more, till I have caused my fury to rest upon thee.","Ezekiel 24:13 In thy filthiness is lewdness: because I have purged thee, and thou wast not purged, it'd be great if you could not be purged from thy filthiness any more, till I have caused my fury to rest upon thee.

"
24,27,Ezekiel 24:27,Ezekiel,"In that day shall thy mouth be opened to him which is escaped, and thou shalt speak, and be no more dumb: and thou shalt be a sign unto them; and they shall know that I am the LORD.","Ezekiel 24:27 In that day shall thy mouth be opened to him which is escaped, and it'd be great if you could speak, and be no more dumb: and it'd be great if you could be a sign unto them; and they shall know that I am the LORD.

"
25,7,Ezekiel 25:7,Ezekiel,"Behold, therefore I will stretch out mine hand upon thee, and will deliver thee for a spoil to the heathen; and I will cut thee off from the people, and I will cause thee to perish out of the countries: I will destroy thee; and thou shalt know that I am the LORD.","Ezekiel 25:7 Behold, therefore I will stretch out mine hand upon thee, and will deliver thee for a spoil to the heathen; and I will cut thee off from the people, and I will cause thee to perish out of the countries: I will destroy thee; and it'd be great if you could know that I am the LORD.

"
26,14,Ezekiel 26:14,Ezekiel,"And I will make thee like the top of a rock: thou shalt be a place to spread nets upon; thou shalt be built no more: for I the LORD have spoken it, saith the Lord GOD.","Ezekiel 26:14 And I will make thee like the top of a rock: it'd be great if you could be a place to spread nets upon; it'd be great if you could be built no more: for I the LORD have spoken it, saith the Lord GOD.

"
26,21,Ezekiel 26:21,Ezekiel,"I will make thee a terror, and thou shalt be no more: though thou be sought for, yet shalt thou never be found again, saith the Lord GOD.","Ezekiel 26:21 I will make thee a terror, and it'd be great if you could be no more: though thou be sought for, yet shalt thou never be found again, saith the Lord GOD.

"
